iter	RMSE
1513	0.8428470863
1514	0.8428435718
1515	0.8428358088
1516	0.8428322941
1517	0.842829552
1518	0.8428241062
1519	0.8428198963
1520	0.8428161499
1521	0.8428109358
1522	0.8428076142
1523	0.842804447
1524	0.842799117
1525	0.8427954091
1526	0.8427865641
1527	0.8427799594
1528	0.8427757879
1529	0.8427715778
1530	0.8427680629
1531	0.8427596812
1532	0.8427565139
1533	0.8427538873
1534	0.8427477072
1535	0.8427435741
1536	0.8427364283
1537	0.842732836
1538	0.8427290505
1539	0.8427259604
1540	0.8427228316
1541	0.8427188529
1542	0.8427142176
1543	0.8427086939
1544	0.8427051787
1545	0.8427022043
1546	0.8426981484
1547	0.8426923155
1548	0.8426888389
1549	0.8426857099
1550	0.8426827355
1551	0.8426798769
1552	0.8426750483
1553	0.8426711467
1554	0.8426680949
1555	0.8426651591
1556	0.8426624163
1557	0.8426575103
1558	0.8426542267
1559	0.8426507886
1560	0.8426457666
1561	0.8426431784
1562	0.8426372678
1563	0.8426327093
1564	0.8426296574
1565	0.842626876
1566	0.8426231287
1567	0.8426196132
1568	0.842616793
1569	0.8426136252
1570	0.8426103801
1571	0.8426063237
1572	0.842603233
1573	0.842599447
1574	0.8425954678
1575	0.8425895183
1576	0.8425862345
1577	0.8425818689
1578	0.8425782373
1579	0.8425744125
1580	0.8425710513
1581	0.842565063
1582	0.8425612382
1583	0.8425536658
1584	0.8425470591
1585	0.8425439297
1586	0.8425388684
1587	0.8425324162
1588	0.842527239
1589	0.8425193572
1590	0.8425137162
1591	0.8425075729
1592	0.842503091
1593	0.8424999614
1594	0.842495518
1595	0.8424911133
1596	0.8424883314
1597	0.8424841971
1598	0.8424803719
1599	0.842477049
1600	0.8424736875
1601	0.8424689735
1602	0.8424639118
1603	0.8424557203
1604	0.8424530541
1605	0.8424500402
1606	0.8424473741
1607	0.8424435487
1608	0.842439762
1609	0.8424341978
1610	0.842431377
1611	0.842427513
1612	0.8424237261
1613	0.8424197461
1614	0.8424146841
1615	0.8424105108
1616	0.842403478
1617	0.8423997684
1618	0.8423971794
1619	0.8423942812
1620	0.8423912671
1621	0.8423878665
1622	0.8423840409
1623	0.8423807563
1624	0.842377974
1625	0.8423749598
1626	0.8423712501
1627	0.8423653762
1628	0.8423613959
1629	0.8423585363
1630	0.8423557926
1631	0.84235216
1632	0.842349223
1633	0.8423455904
1634	0.8423430399
1635	0.8423394073
1636	0.8423347313
1637	0.8423316783
1638	0.8423290504
1639	0.8423253018
1640	0.8423225193
1641	0.8423185388
1642	0.8423137854
1643	0.8423087614
1644	0.8423033509
1645	0.8422982495
1646	0.8422951578
1647	0.8422888197
1648	0.8422861917
1649	0.8422828293
1650	0.8422765684
1651	0.8422722012
1652	0.8422688002
1653	0.8422633121
1654	0.8422592541
1655	0.8422531089
1656	0.8422492827
1657	0.8422467705
1658	0.8422426737
1659	0.8422394271
1660	0.8422345573
1661	0.8422300353
1662	0.8422269819
1663	0.8422235034
1664	0.8422206433
1665	0.8422171261
1666	0.8422137249
1667	0.8422089708
1668	0.842204526
1669	0.842198535
1670	0.8421946312
1671	0.8421869782
1672	0.8421830357
1673	0.8421798662
1674	0.8421761943
1675	0.84217144
1676	0.8421652169
1677	0.8421617382
1678	0.8421583367
1679	0.8421547419
1680	0.8421516497
1681	0.8421493305
1682	0.8421462382
1683	0.8421394737
1684	0.8421366906
1685	0.8421307765
1686	0.8421278775
1687	0.8421242053
1688	0.8421177499
1689	0.8421142323
1690	0.842110792
1691	0.8421078541
1692	0.8421030222
1693	0.8420999684
1694	0.842096528
1695	0.8420939381
1696	0.8420875984
1697	0.8420819932
1698	0.8420787847
1699	0.8420762334
1700	0.8420730635
1701	0.8420677288
1702	0.8420608478
1703	0.8420579871
1704	0.8420543146
1705	0.8420513766
1706	0.8420489798
1707	0.8420447274
1708	0.8420402043
1709	0.842037073
1710	0.842033903
1711	0.8420293412
1712	0.8420258619
1713	0.8420228465
1714	0.8420198697
1715	0.8420139934
1716	0.8420112099
1717	0.8420076532
1718	0.8420040964
1719	0.8419999598
1720	0.8419974855
1721	0.8419949726
1722	0.8419904493
1723	0.84198581
1724	0.8419816732
1725	0.8419774205
1726	0.841973593
1727	0.8419703067
1728	0.8419670591
1729	0.8419633862
1730	0.841959288
1731	0.8419552671
1732	0.8419512076
1733	0.8419483465
1734	0.841943127
1735	0.8419376755
1736	0.8419334999
1737	0.8419291309
1738	0.8419246459
1739	0.8419204315
1740	0.8419157145
1741	0.8419121574
1742	0.8419085229
1743	0.8419057777
1744	0.8419015632
1745	0.8418978514
1746	0.8418927863
1747	0.8418883011
1748	0.8418856718
1749	0.8418825012
1750	0.8418792919
1751	0.8418758893
1752	0.8418715587
1753	0.8418677694
1754	0.8418620854
1755	0.841856092
1756	0.8418528827
1757	0.8418490159
1758	0.8418438732
1759	0.8418414758
1760	0.841838537
1761	0.8418325435
1762	0.841829102
1763	0.8418263179
1764	0.8418230697
1765	0.8418199376
1766	0.8418146786
1767	0.8418110824
1768	0.8418079115
1769	0.8418040833
1770	0.8418014537
1771	0.8417982828
1772	0.8417938745
1773	0.8417891181
1774	0.8417860631
1775	0.8417823121
1776	0.8417797985
1777	0.8417767049
1778	0.8417724511
1779	0.8417682746
1780	0.8417647555
1781	0.841760695
1782	0.8417583361
1783	0.8417550103
1784	0.8417495576
1785	0.8417436794
1786	0.8417391161
1787	0.8417360997
1788	0.8417328512
1789	0.8417296026
1790	0.8417267022
1791	0.841723879
1792	0.8417200117
1793	0.8417163377
1794	0.8417115035
1795	0.8417072881
1796	0.8417038848
1797	0.8417017191
1798	0.8416980837
1799	0.8416958019
1800	0.8416911609
1801	0.841688067
1802	0.8416857078
1803	0.8416822271
1804	0.8416790557
1805	0.8416758457
1806	0.8416714753
1807	0.8416680719
1808	0.8416654806
1809	0.8416598726
1810	0.8416557729
1811	0.8416524468
1812	0.8416479216
1813	0.8416455237
1814	0.8416409598
1815	0.8416351969
1816	0.8416315999
1817	0.8416274228
1818	0.8416245993
1819	0.8416216985
1820	0.8416185656
1821	0.8416164769
1822	0.8416113714
1823	0.8416072328
1824	0.8416044093
1825	0.8416006188
1826	0.8415952038
1827	0.8415910264
1828	0.8415875453
1829	0.8415828264
1830	0.8415799254
1831	0.8415764055
1832	0.8415740461
1833	0.8415714158
1834	0.841568128
1835	0.8415654977
1836	0.8415625967
1837	0.8415583032
1838	0.8415546285
1839	0.8415509925
1840	0.8415484395
1841	0.8415460026
1842	0.8415412448
1843	0.8415373379
1844	0.8415341274
1845	0.8415308781
1846	0.841527358
1847	0.8415244955
1848	0.8415212462
1849	0.8415176874
1850	0.8415146315
1851	0.8415108019
1852	0.841507127
1853	0.841503955
1854	0.8415014019
1855	0.8414949804
1856	0.8414921952
1857	0.8414845745
1858	0.8414815571
1859	0.8414766055
1860	0.8414735494
1861	0.8414706094
1862	0.841467708
1863	0.8414645359
1864	0.8414620987
1865	0.8414595068
1866	0.8414551353
1867	0.8414521566
1868	0.8414502223
1869	0.8414465084
1870	0.8414433362
1871	0.8414386165
1872	0.8414348252
1873	0.841429912
1874	0.8414253083
1875	0.8414203177
1876	0.8414167198
1877	0.8414131993
1878	0.8414104138
1879	0.8414066224
1880	0.8414032178
1881	0.8413996199
1882	0.8413964474
1883	0.8413932363
1884	0.8413899865
1885	0.8413869688
1886	0.8413831386
1887	0.8413801983
1888	0.8413758651
1889	0.8413735824
1890	0.8413698296
1891	0.8413672761
1892	0.8413639101
1893	0.8413613179
1894	0.841358803
1895	0.8413526126
1896	0.8413494013
1897	0.8413462674
1898	0.8413417793
1899	0.8413381037
1900	0.8413343893
1901	0.8413292434
1902	0.8413248713
1903	0.8413218147
1904	0.841319261
1905	0.8413160883
1906	0.8413122191
1907	0.841304558
1908	0.841301037
1909	0.8412958135
1910	0.8412930276
1911	0.8412898161
1912	0.8412865659
1913	0.8412835478
1914	0.8412797172
1915	0.8412759639
1916	0.8412728684
1917	0.8412694633
1918	0.8412661743
1919	0.8412626144
1920	0.8412569264
1921	0.8412537147
1922	0.8412514317
1923	0.8412478331
1924	0.8412437701
1925	0.8412412162
1926	0.8412376562
1927	0.8412344445
1928	0.8412308845
1929	0.8412278662
1930	0.8412233775
1931	0.8412210944
1932	0.8412185792
1933	0.8412152126
1934	0.8412115751
1935	0.8412090985
1936	0.8412054223
1937	0.8412008947
1938	0.8411971411
1939	0.8411913365
1940	0.8411873893
1941	0.8411838291
1942	0.8411806172
1943	0.841177173
1944	0.841172684
1945	0.8411700912
1946	0.8411673436
1947	0.8411632029
1948	0.8411597974
1949	0.8411567401
1950	0.8411521349
1951	0.8411482263
1952	0.8411446272
1953	0.84114246
1954	0.841138977
1955	0.8411350296
1956	0.8411303856
1957	0.8411277926
1958	0.8411232647
1959	0.8411188141
1960	0.841116105
1961	0.8411137829
1962	0.8411110351
1963	0.8411077455
1964	0.8411049203
1965	0.841102366
1966	0.8410994634
1967	0.8410928453
1968	0.8410897879
1969	0.8410860337
1970	0.8410806928
1971	0.8410764742
1972	0.8410736102
1973	0.8410707848
1974	0.8410674177
1975	0.8410643214
1976	0.8410617283
1977	0.8410571999
1978	0.8410541423
1979	0.8410514717
1980	0.8410488399
1981	0.8410448146
1982	0.8410415248
1983	0.8410380413
1984	0.8410354481
1985	0.8410326227
1986	0.8410292166
1987	0.8410267782
1988	0.8410236044
1989	0.8410208176
1990	0.84101656
1991	0.8410141215
1992	0.841010638
1993	0.841008006
1994	0.8410052192
1995	0.841002742
1996	0.8409990649
1997	0.8409961232
1998	0.8409918267
1999	0.8409877625
2000	0.840985053
2001	0.8409787824
2002	0.8409751439
2003	0.8409713506
2004	0.8409690281
2005	0.8409660089
2006	0.8409628348
2007	0.8409595059
2008	0.8409568738
2009	0.8409545513
2010	0.840951261
2011	0.8409481256
2012	0.8409452999
2013	0.840942629
2014	0.8409401516
2015	0.8409368226
2016	0.8409333775
2017	0.8409305517
2018	0.8409271065
2019	0.8409236613
2020	0.840921029
2021	0.8409184355
2022	0.8409149903
2023	0.8409116612
2024	0.8409076353
2025	0.8409039965
2026	0.8409005125
2027	0.8408970672
2028	0.8408941251
2029	0.8408910282
2030	0.8408883184
2031	0.8408850666
2032	0.8408823955
2033	0.840879918
2034	0.8408779824
2035	0.8408721368
2036	0.8408691947
2037	0.8408647041
2038	0.8408617619
2039	0.8408570389
2040	0.8408535547
2041	0.8408484059
2042	0.840844341
2043	0.8408422891
2044	0.8408385339
2045	0.8408348174
2046	0.8408322622
2047	0.8408292038
2048	0.84082661
2049	0.8408229708
2050	0.8408197962
2051	0.8408160796
2052	0.8408103885
2053	0.8408068654
2054	0.8408036907
2055	0.8408002451
2056	0.8407973414
2057	0.8407933924
2058	0.8407891723
2059	0.8407867332
2060	0.8407843328
2061	0.8407810032
2062	0.8407786028
2063	0.8407765121
2064	0.8407740342
2065	0.8407708207
2066	0.8407675685
2067	0.8407642388
2068	0.8407616834
2069	0.8407585086
2070	0.8407560694
2071	0.8407520815
2072	0.8407475515
2073	0.8407447251
2074	0.8407410855
2075	0.8407384914
2076	0.8407358198
2077	0.8407331482
2078	0.8407302056
2079	0.8407261014
2080	0.8407230813
2081	0.8407208356
2082	0.8407180091
2083	0.8407148728
2084	0.840709878
2085	0.8407063932
2086	0.8407032569
2087	0.8407008562
2088	0.8406969842
2089	0.8406945836
2090	0.8406920667
2091	0.8406889691
2092	0.8406865297
2093	0.8406830835
2094	0.8406800633
2095	0.8406753005
2096	0.8406720479
2097	0.840666898
2098	0.8406644198
2099	0.8406612833
2100	0.8406582243
2101	0.8406550878
2102	0.8406481177
2103	0.8406449812
2104	0.84064138
2105	0.8406381272
2106	0.8406350294
2107	0.8406316604
2108	0.8406288336
2109	0.840626123
2110	0.8406232187
2111	0.8406211276
2112	0.8406188816
2113	0.8406161322
2114	0.8406142348
2115	0.8406121824
2116	0.8406095104
2117	0.8406067997
2118	0.8406038953
2119	0.8406004876
2120	0.8405973121
2121	0.8405946014
2122	0.8405913872
2123	0.840588599
2124	0.8405860044
2125	0.8405829838
2126	0.8405786078
2127	0.8405759744
2128	0.8405732249
2129	0.8405704753
2130	0.840566564
2131	0.8405647051
2132	0.8405603677
2133	0.8405578892
2134	0.8405549847
2135	0.8405518091
2136	0.8405490982
2137	0.8405460387
2138	0.84054174
2139	0.8405388742
2140	0.8405346916
2141	0.8405325615
2142	0.8405260552
2143	0.8405225697
2144	0.8405195876
2145	0.8405166442
2146	0.8405130811
2147	0.8405102927
2148	0.8405078527
2149	0.840503244
2150	0.8405003393
2151	0.8404963889
2152	0.8404929032
2153	0.8404893788
2154	0.8404857769
2155	0.8404826397
2156	0.8404791153
2157	0.8404755908
2158	0.8404728022
2159	0.8404700136
2160	0.8404674186
2161	0.8404648236
2162	0.8404615315
2163	0.8404585105
2164	0.8404557605
2165	0.8404523522
2166	0.8404487888
2167	0.8404462713
2168	0.8404439474
2169	0.8404403453
2170	0.8404369368
2171	0.8404342256
2172	0.8404312819
2173	0.8404290354
2174	0.8404256269
2175	0.8404224895
2176	0.8404195846
2177	0.8404155563
2178	0.8404127288
2179	0.8404099012
2180	0.8404063765
2181	0.8404042848
2182	0.8404013798
2183	0.8403989008
2184	0.8403962669
2185	0.8403926646
2186	0.8403880165
2187	0.8403837944
2188	0.8403813928
2189	0.8403779842
2190	0.840374498
2191	0.840371864
2192	0.8403673319
2193	0.840364388
2194	0.8403596235
2195	0.8403568733
2196	0.8403535032
2197	0.8403510629
2198	0.8403482738
2199	0.8403440128
2200	0.8403404491
2201	0.8403370789
2202	0.8403339025
2203	0.8403302612
2204	0.8403240632
2205	0.8403198408
2206	0.8403167805
2207	0.8403136815
2208	0.8403113185
2209	0.840308878
2210	0.8403068249
2211	0.840303842
2212	0.840301324
2213	0.840298651
2214	0.8402951645
2215	0.8402924141
2216	0.8402890825
2217	0.8402860609
2218	0.840283814
2219	0.8402812184
2220	0.840278158
2221	0.8402754462
2222	0.840271456
2223	0.8402676207
2224	0.8402650252
2225	0.8402619647
2226	0.8402585942
2227	0.8402563086
2228	0.8402526282
2229	0.84025042
2230	0.8402480568
2231	0.8402442989
2232	0.8402418582
2233	0.8402386426
2234	0.840235892
2235	0.8402327539
2236	0.8402311267
2237	0.8402268651
2238	0.8402245019
2239	0.8402209376
2240	0.8402184581
2241	0.8402153199
2242	0.8402125305
2243	0.8402097022
2244	0.8402071452
2245	0.8402048206
2246	0.84020145
2247	0.8401983893
2248	0.8401960259
2249	0.8401907955
2250	0.8401871536
2251	0.8401838217
2252	0.8401794048
2253	0.8401763053
2254	0.8401737482
2255	0.8401713847
2256	0.840167704
2257	0.8401653406
2258	0.8401625122
2259	0.8401584827
2260	0.8401550344
2261	0.8401511986
2262	0.8401491063
2263	0.8401466266
2264	0.8401436432
2265	0.8401406985
2266	0.8401367076
2267	0.8401341891
2268	0.8401310119
2269	0.8401250837
2270	0.8401221777
2271	0.8401196204
2272	0.8401166756
2273	0.8401140408
2274	0.8401109023
2275	0.8401071825
2276	0.8401046639
2277	0.8401017966
2278	0.840099433
2279	0.8400967981
2280	0.840093582
2281	0.8400910634
2282	0.8400878085
2283	0.8400849024
2284	0.84008219
2285	0.8400788576
2286	0.8400759902
2287	0.8400712628
2288	0.8400681628
2289	0.8400656829
2290	0.8400632417
2291	0.8400597542
2292	0.8400568867
2293	0.8400536317
2294	0.8400513842
2295	0.8400475479
2296	0.8400451842
2297	0.8400421229
2298	0.8400387128
2299	0.840035884
2300	0.8400331327
2301	0.8400301101
2302	0.8400274363
2303	0.8400254987
2304	0.8400227474
2305	0.8400204998
2306	0.8400179035
2307	0.8400155396
2308	0.8400130595
2309	0.8400102693
2310	0.8400074017
2311	0.8400038752
2312	0.8400018214
2313	0.8400000775
2314	0.8399971711
2315	0.8399947684
2316	0.8399904281
2317	0.8399876379
2318	0.8399846539
2319	0.8399820574
2320	0.8399791122
2321	0.8399766707
2322	0.8399738029
2323	0.8399705864
2324	0.8399672148
2325	0.8399644632
2326	0.8399617892
2327	0.8399593864
2328	0.8399551234
2329	0.8399490389
2330	0.8399458998
2331	0.8399430319
2332	0.8399402803
2333	0.8399378
2334	0.8399351646
2335	0.8399318316
2336	0.8399288862
2337	0.8399265608
2338	0.8399241192
2339	0.8399214063
2340	0.8399192359
2341	0.8399157866
2342	0.8399116009
2343	0.8399076865
2344	0.8399052836
2345	0.8399029969
2346	0.8398998964
2347	0.8398976485
2348	0.839895168
2349	0.8398920674
2350	0.839889742
2351	0.8398870677
2352	0.8398829981
2353	0.839879975
2354	0.8398746264
2355	0.8398722621
2356	0.839869394
2357	0.8398666809
2358	0.8398642003
2359	0.8398617198
2360	0.8398590454
2361	0.839855247
2362	0.8398523401
2363	0.8398500533
2364	0.8398474176
2365	0.8398442006
2366	0.8398405959
2367	0.839838813
2368	0.8398365649
2369	0.8398328827
2370	0.8398302857
2371	0.8398269524
2372	0.8398236577
2373	0.839821177
2374	0.83981858
2375	0.8398161769
2376	0.8398135799
2377	0.8398108278
2378	0.839807223
2379	0.8398044322
2380	0.8398005173
2381	0.8397967186
2382	0.8397941991
2383	0.8397907493
2384	0.8397880747
2385	0.83978509
2386	0.8397827255
2387	0.8397800896
2388	0.8397770662
2389	0.8397725697
2390	0.8397698175
2391	0.8397659024
2392	0.8397611345
2393	0.8397578396
2394	0.8397553587
2395	0.8397527615
2396	0.8397506683
2397	0.8397483037
2398	0.8397455902
2399	0.8397430318
2400	0.8397404345
2401	0.839737566
2402	0.83973493
2403	0.8397319451
2404	0.8397298905
2405	0.8397259365
2406	0.8397229903
2407	0.8397199667
2408	0.8397148496
2409	0.839711632
2410	0.8397093061
2411	0.8397060885
2412	0.8397026383
2413	0.8396996921
2414	0.8396967071
2415	0.8396918225
2416	0.839688256
2417	0.8396848445
2418	0.8396811228
2419	0.8396786417
2420	0.8396753077
2421	0.8396729041
2422	0.8396696477
2423	0.8396660422
2424	0.8396621267
2425	0.8396581723
2426	0.8396558075
2427	0.8396529386
2428	0.8396495657
2429	0.8396469682
2430	0.8396440993
2431	0.8396416569
2432	0.8396385166
2433	0.8396363455
2434	0.8396330889
2435	0.8396304138
2436	0.8396271571
2437	0.8396243657
2438	0.8396217294
2439	0.8396187441
2440	0.8396161465
2441	0.8396138978
2442	0.8396110676
2443	0.8396068804
2444	0.8396047092
2445	0.839602383
2446	0.8396002506
2447	0.8395966836
2448	0.8395919923
2449	0.8395879988
2450	0.8395858664
2451	0.8395821443
2452	0.8395798956
2453	0.8395769489
2454	0.8395738859
2455	0.8395720248
2456	0.8395688067
2457	0.8395663641
2458	0.8395624093
2459	0.8395599278
2460	0.8395572525
2461	0.8395547322
2462	0.8395510488
2463	0.8395484122
2464	0.839546047
2465	0.8395436043
2466	0.8395413554
2467	0.8395380209
2468	0.8395359659
2469	0.8395336395
2470	0.8395310416
2471	0.8395277458
2472	0.8395257683
2473	0.8395225888
2474	0.8395200297
2475	0.8395165399
2476	0.8395135155
2477	0.8395110339
2478	0.8395088237
2479	0.8395057993
2480	0.8395027748
2481	0.8394999442
2482	0.8394978115
2483	0.8394953686
2484	0.8394928094
2485	0.8394893584
2486	0.8394863726
2487	0.8394834256
2488	0.8394804011
2489	0.8394769112
2490	0.8394743519
2491	0.8394727233
2492	0.8394698538
2493	0.8394669455
2494	0.839464425
2495	0.8394618657
2496	0.8394586472
2497	0.8394561266
2498	0.8394538775
2499	0.839451008
2500	0.8394490303
2501	0.8394453852
2502	0.83944174
2503	0.8394385602
2504	0.8394348375
2505	0.8394325495
2506	0.8394294472
2507	0.8394266939
2508	0.8394233202
2509	0.8394202566
2510	0.8394160296
2511	0.8394120741
2512	0.8394099025
2513	0.8394061021
2514	0.8394033487
2515	0.8394007504
2516	0.8393975704
2517	0.839394468
2518	0.8393922575
2519	0.839386518
2520	0.8393843075
2521	0.8393820582
2522	0.8393778698
2523	0.8393754654
2524	0.8393729058
2525	0.8393704626
2526	0.8393677866
2527	0.8393654985
2528	0.839363094
2529	0.8393609223
2530	0.8393586341
2531	0.8393562684
2532	0.8393539415
2533	0.8393520411
2534	0.8393495978
2535	0.8393472321
2536	0.8393442071
2537	0.8393414923
2538	0.8393374588
2539	0.8393350543
2540	0.8393314086
2541	0.8393282284
2542	0.839325785
2543	0.8393230314
2544	0.8393203553
2545	0.8393182222
2546	0.8393144214
2547	0.8393119392
2548	0.8393091467
2549	0.839306936
2550	0.8393045314
2551	0.8393018552
2552	0.839299373
2553	0.8392966968
2554	0.8392944861
2555	0.8392919651
2556	0.8392886683
2557	0.8392866127
2558	0.8392836262
2559	0.8392807561
2560	0.8392775756
2561	0.8392746667
2562	0.8392721844
2563	0.8392690815
2564	0.8392672197
2565	0.8392615957
2566	0.8392588807
2567	0.8392558553
2568	0.8392536056
2569	0.8392512784
2570	0.8392487185
2571	0.8392461973
2572	0.8392429004
2573	0.8392399137
2574	0.8392365392
2575	0.839234018
2576	0.8392308374
2577	0.8392284713
2578	0.8392259501
2579	0.8392237392
2580	0.8392214506
2581	0.8392185803
2582	0.8392159427
2583	0.8392132275
2584	0.8392102407
2585	0.839207254
2586	0.8392031035
2587	0.8391991082
2588	0.8391961214
2589	0.8391932122
2590	0.8391907684
2591	0.8391877816
2592	0.8391853378
2593	0.8391823898
2594	0.8391794029
2595	0.8391776574
2596	0.8391740498
2597	0.8391704811
2598	0.8391681537
2599	0.8391654771
2600	0.8391613652
2601	0.83915768
2602	0.8391549646
2603	0.8391520553
2604	0.8391489131
2605	0.8391462365
2606	0.8391437538
2607	0.8391419694
2608	0.839138866
2609	0.8391369264
2610	0.8391346764
2611	0.8391320773
2612	0.8391296334
2613	0.839127461
2614	0.8391249007
2615	0.8391218748
2616	0.8391186162
2617	0.8391151248
2618	0.8391131076
2619	0.8391099265
2620	0.8391073661
2621	0.8391051937
2622	0.8391017798
2623	0.8390995685
2624	0.8390972021
2625	0.839094952
2626	0.8390916157
2627	0.8390879302
2628	0.8390848655
2629	0.8390829645
2630	0.8390807144
2631	0.8390786583
2632	0.8390759814
2633	0.8390733434
2634	0.8390710156
2635	0.8390675628
2636	0.8390644204
2637	0.8390617435
2638	0.8390597261
2639	0.8390567388
2640	0.8390540231
2641	0.8390514625
2642	0.8390490572
2643	0.8390464966
2644	0.8390443628
2645	0.8390416858
2646	0.8390399012
2647	0.8390378061
2648	0.839034198
2649	0.839031715
2650	0.8390280292
2651	0.8390265161
2652	0.8390238391
2653	0.8390216664
2654	0.8390199206
2655	0.8390172823
2656	0.8390149156
2657	0.8390116566
2658	0.8390091735
2659	0.8390054877
2660	0.8390022674
2661	0.8389997843
2662	0.8389964864
2663	0.8389940809
2664	0.8389914425
2665	0.8389889982
2666	0.8389863986
2667	0.8389836827
2668	0.8389809279
2669	0.8389784835
2670	0.8389755348
2671	0.838972198
2672	0.8389695984
2673	0.8389671152
2674	0.8389650199
2675	0.8389618383
2676	0.8389591611
2677	0.8389575315
2678	0.8389544662
2679	0.8389503921
2680	0.838947288
2681	0.8389441839
2682	0.8389413126
2683	0.8389378205
2684	0.8389350268
2685	0.8389309914
2686	0.8389289349
2687	0.8389268396
2688	0.8389243951
2689	0.8389221057
2690	0.838919312
2691	0.8389165958
2692	0.8389137244
2693	0.8389113574
2694	0.8389086412
2695	0.8389060802
2696	0.8389044505
2697	0.8389019283
2698	0.8388997941
2699	0.8388971167
2700	0.8388949049
2701	0.8388920722
2702	0.8388887739
2703	0.8388859024
2704	0.8388824489
2705	0.8388798102
2706	0.8388767446
2707	0.8388731746
2708	0.8388703419
2709	0.8388669271
2710	0.8388633182
2711	0.8388604467
2712	0.8388578079
2713	0.83885579
2714	0.8388536557
2715	0.8388514438
2716	0.8388492707
2717	0.8388463215
2718	0.8388438767
2719	0.8388417424
2720	0.8388393364
2721	0.8388364647
2722	0.8388337095
2723	0.8388314199
2724	0.8388294408
2725	0.8388272676
2726	0.83882459
2727	0.8388214854
2728	0.8388187689
2729	0.8388160912
2730	0.8388137628
2731	0.8388112015
2732	0.8388089895
2733	0.8388069327
2734	0.838803634
2735	0.8388013056
2736	0.8387984338
2737	0.8387950963
2738	0.8387931171
2739	0.838791099
2740	0.8387876839
2741	0.8387855494
2742	0.8387836478
2743	0.8387814357
2744	0.8387790296
2745	0.8387768563
2746	0.838774062
2747	0.8387712289
2748	0.8387678913
2749	0.8387655628
2750	0.8387631566
2751	0.8387604399
2752	0.8387571411
2753	0.8387540751
2754	0.8387521734
2755	0.8387494567
2756	0.8387466235
2757	0.8387445665
2758	0.8387422379
2759	0.8387398705
2760	0.8387372701
2761	0.8387348639
2762	0.8387320307
2763	0.8387291975
2764	0.8387240356
2765	0.8387221726
2766	0.8387186796
2767	0.838716739
2768	0.8387144491
2769	0.8387101021
2770	0.8387075793
2771	0.8387050177
2772	0.8387027278
2773	0.8386995064
2774	0.8386972552
2775	0.8386944995
2776	0.8386920155
2777	0.8386894927
2778	0.8386871639
2779	0.8386851456
2780	0.8386830109
2781	0.838681109
2782	0.8386774994
2783	0.8386745883
2784	0.8386717549
2785	0.8386695813
2786	0.838667563
2787	0.8386656223
2788	0.838662129
2789	0.8386598778
2790	0.8386575489
2791	0.838655647
2792	0.8386528135
2793	0.8386501741
2794	0.8386474959
2795	0.8386440026
2796	0.8386412079
2797	0.8386390342
2798	0.8386367829
2799	0.8386346481
2800	0.8386314264
2801	0.8386290586
2802	0.8386263415
2803	0.8386236632
2804	0.8386211789
2805	0.8386186559
2806	0.8386158611
2807	0.8386126782
2808	0.8386105821
2809	0.8386060017
2810	0.8386037503
2811	0.8386011495
2812	0.8385987041
2813	0.8385957928
2814	0.8385929203
2815	0.8385876023
2816	0.8385845357
2817	0.8385812361
2818	0.8385791399
2819	0.8385761121
2820	0.8385731619
2821	0.8385708328
2822	0.8385688143
2823	0.8385666404
2824	0.8385645054
2825	0.8385613999
2826	0.8385584496
2827	0.8385552665
2828	0.8385521221
2829	0.8385498706
2830	0.8385471144
2831	0.8385445911
2832	0.8385428054
2833	0.8385403597
2834	0.838538147
2835	0.8385345367
2836	0.8385317028
2837	0.8385294124
2838	0.8385268115
2839	0.8385247151
2840	0.8385200567
2841	0.8385174557
2842	0.8385153205
2843	0.838512176
2844	0.8385093808
2845	0.8385077503
2846	0.8385055763
2847	0.8385034023
2848	0.8385011119
2849	0.8384980838
2850	0.8384963368
2851	0.8384933475
2852	0.8384905911
2853	0.838488417
2854	0.8384864759
2855	0.8384844572
2856	0.8384818172
2857	0.8384794102
2858	0.8384767314
2859	0.8384744021
2860	0.8384718009
2861	0.838469588
2862	0.8384675304
2863	0.8384655892
2864	0.838462561
2865	0.8384600374
2866	0.8384573586
2867	0.8384544856
2868	0.8384496715
2869	0.8384478855
2870	0.8384457502
2871	0.838443576
2872	0.8384398489
2873	0.8384375194
2874	0.8384357723
2875	0.838433404
2876	0.8384308415
2877	0.838428512
2878	0.8384261049
2879	0.8384231153
2880	0.8384200093
2881	0.8384170974
2882	0.8384148455
2883	0.838412943
2884	0.8384108852
2885	0.8384091769
2886	0.8384070026
2887	0.8384034695
2888	0.8384005963
2889	0.8383980726
2890	0.8383950441
2891	0.8383923262
2892	0.8383903461
2893	0.8383860363
2894	0.8383837455
2895	0.8383819983
2896	0.8383790086
2897	0.8383757082
2898	0.8383731068
2899	0.8383712819
2900	0.8383679038
2901	0.8383652247
2902	0.8383633221
2903	0.838360876
2904	0.8383587404
2905	0.8383564107
2906	0.8383544693
2907	0.8383523725
2908	0.8383494992
2909	0.8383464706
2910	0.8383436749
2911	0.8383416169
2912	0.8383392483
2913	0.8383371127
2914	0.8383340064
2915	0.8383321426
2916	0.8383295798
2917	0.8383262793
2918	0.838324066
2919	0.8383221245
2920	0.8383196005
2921	0.8383166494
2922	0.8383143584
2923	0.8383119898
2924	0.8383096211
2925	0.8383076019
2926	0.838305738
