iter	Passed	Remaining
1699	5383	26282
1700	5386	26279
1701	5389	26276
1702	5392	26274
1703	5395	26270
1704	5399	26268
1705	5402	26267
1706	5406	26265
1707	5409	26262
1708	5412	26259
1709	5415	26255
1710	5419	26255
1711	5423	26254
1712	5426	26253
1713	5429	26249
1714	5433	26246
1715	5436	26244
1716	5439	26240
1717	5442	26236
1718	5445	26233
1719	5448	26230
1720	5452	26227
1721	5456	26232
1722	5462	26239
1723	5466	26241
1724	5470	26240
1725	5473	26239
1726	5476	26236
1727	5480	26235
1728	5484	26234
1729	5487	26232
1730	5490	26229
1731	5494	26227
1732	5497	26225
1733	5500	26221
1734	5503	26217
1735	5509	26228
1736	5514	26230
1737	5518	26232
1738	5533	26286
1739	5541	26307
1740	5545	26307
1741	5549	26305
1742	5552	26301
1743	5555	26299
1744	5558	26296
1745	5561	26292
1746	5564	26287
1747	5567	26282
1748	5571	26282
1749	5574	26279
1750	5577	26276
1751	5580	26273
1752	5584	26272
1753	5587	26269
1754	5591	26266
1755	5594	26263
1756	5597	26260
1757	5600	26258
1758	5604	26257
1759	5607	26254
1760	5611	26251
1761	5614	26250
1762	5618	26250
1763	5622	26249
1764	5625	26247
1765	5629	26246
1766	5632	26243
1767	5635	26239
1768	5638	26235
1769	5641	26231
1770	5644	26228
1771	5647	26225
1772	5651	26221
1773	5654	26217
1774	5657	26213
1775	5660	26209
1776	5663	26206
1777	5666	26202
1778	5669	26199
1779	5672	26196
1780	5676	26194
1781	5679	26191
1782	5682	26187
1783	5685	26183
1784	5688	26178
1785	5691	26175
1786	5694	26172
1787	5697	26169
1788	5701	26166
1789	5704	26163
1790	5707	26160
1791	5710	26156
1792	5713	26152
1793	5716	26149
1794	5719	26145
1795	5722	26142
1796	5726	26138
1797	5730	26139
1798	5733	26135
1799	5736	26132
1800	5739	26128
1801	5742	26123
1802	5745	26119
1803	5748	26115
1804	5751	26111
1805	5754	26107
1806	5757	26104
1807	5760	26100
1808	5763	26098
1809	5767	26095
1810	5770	26092
1811	5774	26091
1812	5776	26086
1813	5779	26082
1814	5783	26081
1815	5786	26079
1816	5790	26077
1817	5793	26076
1818	5797	26072
1819	5800	26071
1820	5804	26070
1821	5808	26070
1822	5811	26066
1823	5814	26063
1824	5817	26058
1825	5820	26053
1826	5823	26049
1827	5826	26045
1828	5829	26042
1829	5832	26038
1830	5835	26035
1831	5838	26031
1832	5841	26027
1833	5844	26024
1834	5847	26020
1835	5850	26016
1836	5853	26011
1837	5856	26007
1838	5859	26004
1839	5863	26001
1840	5866	25997
1841	5868	25992
1842	5871	25989
1843	5876	25989
1844	5879	25988
1845	5883	25989
1846	5886	25985
1847	5889	25982
1848	5893	25978
1849	5896	25975
1850	5899	25971
1851	5902	25967
1852	5905	25965
1853	5909	25963
1854	5912	25959
1855	5915	25955
1856	5918	25953
1857	5922	25951
1858	5925	25949
1859	5929	25949
1860	5932	25947
1861	5936	25945
1862	5939	25941
1863	5942	25937
1864	5945	25933
1865	5948	25928
1866	5951	25926
1867	5954	25922
1868	5957	25918
1869	5960	25914
1870	5963	25909
1871	5966	25906
1872	5969	25901
1873	5972	25898
1874	5975	25894
1875	5978	25890
1876	5981	25887
1877	5985	25886
1878	5989	25884
1879	5992	25881
1880	5995	25879
1881	5998	25876
1882	6002	25873
1883	6005	25869
1884	6008	25866
1885	6011	25864
1886	6015	25862
1887	6018	25858
1888	6021	25855
1889	6024	25852
1890	6027	25849
1891	6030	25845
1892	6034	25841
1893	6037	25837
1894	6040	25834
1895	6043	25833
1896	6046	25828
1897	6050	25826
1898	6053	25824
1899	6056	25821
1900	6060	25818
1901	6063	25816
1902	6067	25814
1903	6070	25810
1904	6073	25807
1905	6076	25805
1906	6080	25804
1907	6083	25802
1908	6087	25799
1909	6090	25797
1910	6094	25795
1911	6097	25795
1912	6101	25793
1913	6104	25790
1914	6107	25787
1915	6110	25783
1916	6113	25778
1917	6116	25775
1918	6120	25772
1919	6123	25769
1920	6126	25766
1921	6129	25762
1922	6133	25760
1923	6136	25757
1924	6139	25753
1925	6142	25749
1926	6145	25745
1927	6148	25743
1928	6152	25742
1929	6156	25741
1930	6160	25740
1931	6163	25740
1932	6168	25742
1933	6172	25743
1934	6176	25742
1935	6179	25741
1936	6183	25738
1937	6186	25737
1938	6190	25734
1939	6193	25730
1940	6197	25732
1941	6201	25732
1942	6204	25730
1943	6208	25727
1944	6211	25725
1945	6215	25725
1946	6219	25723
1947	6222	25721
1948	6226	25719
1949	6229	25715
1950	6232	25712
1951	6235	25709
1952	6238	25705
1953	6242	25703
1954	6245	25699
1955	6248	25697
1956	6251	25693
1957	6254	25690
1958	6258	25688
1959	6261	25684
1960	6264	25680
1961	6267	25676
1962	6270	25674
1963	6274	25673
1964	6277	25669
1965	6280	25667
1966	6284	25665
1967	6287	25662
1968	6291	25661
1969	6295	25659
1970	6298	25659
1971	6302	25657
1972	6305	25654
1973	6309	25654
1974	6312	25651
1975	6316	25648
1976	6319	25645
1977	6322	25642
1978	6325	25638
1979	6328	25634
1980	6331	25630
1981	6334	25627
1982	6338	25624
1983	6341	25620
1984	6344	25617
1985	6347	25614
1986	6351	25613
1987	6354	25611
1988	6358	25608
1989	6361	25605
1990	6365	25604
1991	6368	25600
1992	6371	25596
1993	6374	25592
1994	6377	25589
1995	6380	25586
1996	6384	25584
1997	6387	25580
1998	6390	25576
1999	6393	25574
2000	6398	25576
2001	6402	25576
2002	6406	25576
2003	6409	25573
2004	6412	25570
2005	6415	25565
2006	6418	25562
2007	6421	25558
2008	6424	25554
2009	6427	25550
2010	6430	25545
2011	6433	25542
2012	6436	25538
2013	6440	25536
2014	6443	25533
2015	6446	25529
2016	6450	25529
2017	6453	25527
2018	6457	25525
2019	6460	25521
2020	6463	25517
2021	6466	25513
2022	6469	25511
2023	6472	25507
2024	6475	25503
2025	6478	25499
2026	6481	25495
2027	6485	25493
2028	6488	25491
2029	6491	25487
2030	6495	25484
2031	6497	25480
2032	6501	25478
2033	6504	25475
2034	6508	25473
2035	6511	25470
2036	6514	25465
2037	6517	25463
2038	6521	25464
2039	6525	25462
2040	6529	25460
2041	6532	25459
2042	6536	25458
2043	6539	25455
2044	6543	25452
2045	6547	25452
2046	6550	25450
2047	6554	25448
2048	6558	25450
2049	6562	25448
2050	6565	25444
2051	6568	25440
2052	6571	25437
2053	6574	25433
2054	6577	25430
2055	6580	25426
2056	6584	25425
2057	6587	25421
2058	6590	25417
2059	6593	25414
2060	6596	25411
2061	6599	25407
2062	6602	25403
2063	6606	25400
2064	6610	25400
2065	6613	25397
2066	6617	25395
2067	6620	25393
2068	6624	25392
2069	6628	25393
2070	6631	25390
2071	6635	25389
2072	6640	25393
2073	6645	25397
2074	6650	25399
2075	6654	25398
2076	6658	25400
2077	6665	25409
2078	6671	25418
2079	6675	25418
2080	6679	25416
2081	6682	25413
2082	6685	25410
2083	6689	25408
2084	6692	25407
2085	6696	25405
2086	6700	25406
2087	6704	25406
2088	6708	25406
2089	6713	25409
2090	6718	25410
2091	6723	25416
2092	6729	25423
2093	6735	25428
2094	6740	25433
2095	6745	25438
2096	6750	25439
2097	6754	25441
2098	6759	25444
2099	6763	25444
2100	6768	25445
2101	6772	25446
2102	6775	25443
2103	6779	25442
2104	6783	25440
2105	6787	25440
2106	6791	25440
2107	6795	25441
2108	6799	25440
2109	6803	25438
2110	6806	25436
2111	6809	25433
2112	6813	25431
2113	6816	25429
2114	6820	25428
2115	6824	25427
2116	6828	25425
2117	6831	25422
2118	6835	25421
2119	6838	25419
2120	6842	25417
2121	6847	25421
2122	6851	25419
2123	6854	25417
2124	6858	25416
2125	6862	25415
2126	6866	25417
2127	6873	25425
2128	6876	25421
2129	6879	25417
2130	6883	25416
2131	6886	25412
2132	6889	25408
2133	6892	25406
2134	6896	25404
2135	6899	25402
2136	6903	25400
2137	6906	25396
2138	6909	25391
2139	6912	25388
2140	6915	25384
2141	6918	25380
2142	6921	25376
2143	6924	25372
2144	6927	25369
2145	6930	25366
2146	6934	25363
2147	6937	25360
2148	6940	25356
2149	6943	25353
2150	6946	25349
2151	6949	25345
2152	6953	25341
2153	6956	25338
2154	6959	25336
2155	6963	25333
2156	6966	25329
2157	6969	25326
2158	6973	25324
2159	6976	25321
2160	6979	25318
2161	6982	25315
2162	6986	25312
2163	6989	25308
2164	6992	25304
2165	6995	25300
2166	6998	25296
2167	7001	25292
2168	7005	25291
2169	7008	25289
2170	7013	25290
2171	7017	25290
2172	7020	25289
2173	7025	25288
2174	7028	25285
2175	7031	25281
2176	7035	25280
2177	7038	25277
2178	7041	25273
2179	7044	25271
2180	7048	25267
2181	7051	25264
2182	7054	25261
2183	7057	25257
2184	7060	25254
2185	7064	25250
2186	7067	25247
2187	7070	25244
2188	7073	25241
2189	7076	25237
2190	7080	25234
2191	7083	25231
2192	7086	25229
2193	7089	25225
2194	7093	25221
2195	7096	25217
2196	7099	25214
2197	7102	25211
2198	7105	25206
2199	7108	25201
2200	7111	25197
2201	7114	25195
2202	7118	25193
2203	7121	25189
2204	7124	25185
2205	7127	25182
2206	7130	25179
2207	7133	25175
2208	7137	25171
2209	7140	25169
2210	7143	25166
2211	7146	25162
2212	7149	25158
2213	7152	25154
2214	7156	25151
2215	7159	25147
2216	7162	25144
2217	7166	25142
2218	7169	25139
2219	7172	25137
2220	7175	25133
2221	7178	25129
2222	7182	25126
2223	7185	25123
2224	7188	25119
2225	7191	25116
2226	7194	25112
2227	7198	25109
2228	7201	25106
2229	7204	25102
2230	7207	25099
2231	7210	25095
2232	7213	25092
2233	7216	25088
2234	7220	25084
2235	7223	25081
2236	7226	25076
2237	7229	25073
2238	7232	25071
2239	7235	25067
2240	7238	25063
2241	7242	25059
2242	7245	25055
2243	7248	25053
2244	7251	25049
2245	7254	25045
2246	7257	25041
2247	7260	25038
2248	7263	25034
2249	7266	25030
2250	7269	25026
2251	7272	25022
2252	7275	25018
2253	7278	25014
2254	7281	25010
2255	7284	25006
2256	7287	25001
2257	7290	24997
2258	7293	24994
2259	7297	24991
2260	7300	24987
2261	7303	24984
2262	7306	24980
2263	7309	24976
2264	7312	24972
2265	7315	24967
2266	7318	24964
2267	7321	24960
2268	7324	24956
2269	7327	24952
2270	7330	24948
2271	7333	24944
2272	7336	24941
2273	7339	24937
2274	7342	24933
2275	7346	24930
2276	7348	24925
2277	7351	24921
2278	7355	24918
2279	7358	24914
2280	7361	24910
2281	7364	24906
2282	7367	24903
2283	7370	24900
2284	7374	24897
2285	7377	24893
2286	7380	24890
2287	7383	24886
2288	7386	24882
2289	7389	24878
2290	7392	24874
2291	7395	24870
2292	7398	24867
2293	7401	24864
2294	7404	24860
2295	7407	24856
2296	7410	24851
2297	7413	24848
2298	7416	24844
2299	7419	24839
2300	7422	24835
2301	7425	24832
2302	7428	24828
2303	7431	24823
2304	7434	24819
2305	7437	24814
2306	7440	24810
2307	7443	24806
2308	7446	24802
2309	7449	24798
2310	7452	24794
2311	7455	24790
2312	7458	24786
2313	7461	24782
2314	7464	24778
2315	7466	24773
2316	7469	24769
2317	7472	24765
2318	7475	24761
2319	7478	24757
2320	7481	24753
2321	7484	24748
2322	7487	24744
2323	7490	24740
2324	7493	24737
2325	7496	24733
2326	7500	24730
2327	7502	24726
2328	7505	24722
2329	7508	24718
2330	7511	24713
2331	7514	24708
2332	7517	24704
2333	7520	24701
2334	7523	24697
2335	7526	24693
2336	7529	24689
2337	7532	24685
2338	7535	24681
2339	7538	24677
2340	7541	24673
2341	7544	24668
2342	7547	24664
2343	7550	24660
2344	7553	24657
2345	7556	24654
2346	7559	24650
2347	7562	24646
2348	7565	24641
2349	7568	24638
2350	7571	24634
2351	7574	24630
2352	7577	24626
2353	7580	24622
2354	7583	24618
2355	7586	24614
2356	7589	24610
2357	7592	24606
2358	7595	24602
2359	7598	24598
2360	7601	24594
2361	7604	24590
2362	7607	24586
2363	7610	24581
2364	7613	24577
2365	7616	24574
2366	7619	24570
2367	7622	24566
2368	7624	24561
2369	7627	24556
2370	7630	24552
2371	7633	24549
2372	7636	24545
2373	7639	24541
2374	7642	24537
2375	7645	24532
2376	7648	24529
2377	7651	24525
2378	7654	24521
2379	7657	24517
2380	7660	24513
2381	7664	24511
2382	7667	24508
2383	7670	24505
2384	7673	24501
2385	7676	24497
2386	7679	24493
2387	7682	24490
2388	7686	24486
2389	7689	24483
2390	7692	24480
2391	7695	24477
2392	7698	24473
2393	7701	24469
2394	7704	24465
2395	7708	24462
2396	7711	24460
2397	7714	24456
2398	7717	24451
2399	7720	24447
2400	7723	24443
2401	7726	24439
2402	7729	24435
2403	7731	24430
2404	7734	24426
2405	7737	24422
2406	7741	24419
2407	7744	24416
2408	7747	24412
2409	7750	24408
2410	7753	24404
2411	7756	24400
2412	7759	24397
2413	7762	24392
2414	7765	24388
2415	7768	24384
2416	7771	24381
2417	7774	24376
2418	7777	24372
2419	7779	24368
2420	7782	24364
2421	7785	24360
2422	7789	24357
2423	7792	24353
2424	7795	24349
2425	7798	24345
2426	7801	24342
2427	7804	24338
2428	7807	24335
2429	7810	24331
2430	7813	24327
2431	7816	24323
2432	7819	24320
2433	7822	24315
2434	7825	24312
2435	7828	24308
2436	7832	24306
2437	7835	24302
2438	7838	24298
2439	7841	24295
2440	7844	24291
2441	7847	24288
2442	7850	24284
2443	7853	24281
2444	7856	24277
2445	7859	24273
2446	7863	24270
2447	7866	24267
2448	7869	24263
2449	7872	24259
2450	7875	24255
2451	7878	24251
2452	7881	24248
2453	7884	24245
2454	7887	24241
2455	7890	24237
2456	7893	24234
2457	7896	24229
2458	7899	24226
2459	7902	24222
2460	7906	24219
2461	7908	24215
2462	7912	24212
2463	7915	24207
2464	7918	24203
2465	7922	24204
2466	7927	24205
2467	7930	24202
2468	7933	24198
2469	7936	24194
2470	7939	24191
2471	7943	24189
2472	7946	24185
2473	7949	24181
2474	7952	24177
2475	7955	24174
2476	7958	24170
2477	7961	24166
2478	7964	24162
2479	7967	24158
2480	7970	24155
2481	7973	24151
2482	7976	24148
2483	7979	24144
2484	7982	24140
2485	7985	24136
2486	7988	24132
2487	7991	24128
2488	7994	24123
2489	7997	24120
2490	8000	24117
2491	8003	24112
2492	8006	24108
2493	8009	24105
2494	8012	24100
2495	8015	24097
2496	8018	24093
2497	8021	24089
2498	8024	24086
2499	8027	24082
2500	8030	24078
2501	8033	24075
2502	8036	24071
2503	8039	24067
2504	8042	24064
2505	8046	24061
2506	8049	24057
2507	8052	24054
2508	8055	24050
2509	8058	24046
2510	8061	24042
2511	8064	24039
2512	8067	24035
2513	8070	24030
2514	8073	24027
2515	8076	24024
2516	8080	24021
2517	8083	24018
2518	8086	24014
2519	8089	24011
2520	8092	24008
2521	8095	24004
2522	8098	24000
2523	8101	23996
2524	8104	23992
2525	8107	23988
2526	8110	23985
2527	8113	23981
2528	8116	23977
2529	8119	23973
2530	8122	23969
2531	8125	23965
2532	8128	23961
2533	8131	23957
2534	8134	23954
2535	8137	23949
2536	8140	23946
2537	8143	23942
2538	8146	23938
2539	8149	23934
2540	8152	23930
2541	8155	23927
2542	8158	23923
2543	8161	23919
2544	8164	23915
2545	8167	23911
2546	8170	23908
2547	8173	23904
2548	8176	23900
2549	8179	23896
2550	8182	23893
2551	8185	23890
2552	8189	23887
2553	8192	23883
2554	8195	23879
2555	8197	23875
2556	8200	23871
2557	8203	23867
2558	8206	23863
2559	8209	23859
2560	8212	23855
2561	8215	23851
2562	8218	23847
2563	8221	23843
2564	8224	23839
2565	8227	23836
2566	8230	23833
2567	8233	23829
2568	8236	23825
2569	8239	23821
2570	8242	23817
2571	8245	23813
2572	8248	23809
2573	8251	23805
2574	8254	23801
2575	8257	23797
2576	8260	23794
2577	8263	23791
2578	8266	23787
2579	8269	23783
2580	8272	23779
2581	8275	23776
2582	8278	23772
2583	8281	23768
2584	8284	23764
2585	8287	23761
2586	8290	23757
2587	8294	23754
2588	8297	23750
2589	8300	23746
2590	8303	23742
2591	8306	23739
2592	8309	23734
2593	8311	23731
2594	8315	23727
2595	8318	23723
2596	8321	23719
2597	8324	23716
2598	8327	23713
2599	8330	23709
2600	8333	23705
2601	8336	23701
2602	8339	23698
2603	8342	23695
2604	8345	23691
2605	8348	23686
2606	8351	23682
2607	8354	23679
2608	8357	23675
2609	8360	23671
2610	8363	23667
2611	8366	23663
2612	8369	23660
2613	8372	23656
2614	8375	23652
2615	8378	23648
2616	8381	23644
2617	8384	23641
2618	8387	23637
2619	8390	23633
2620	8393	23629
2621	8395	23625
2622	8398	23621
2623	8401	23617
2624	8405	23614
2625	8407	23610
2626	8410	23606
2627	8413	23602
2628	8416	23598
2629	8419	23594
2630	8422	23590
2631	8425	23586
2632	8428	23582
2633	8431	23579
2634	8434	23575
2635	8437	23571
2636	8440	23567
2637	8443	23563
2638	8446	23559
2639	8449	23556
2640	8452	23552
2641	8455	23548
2642	8458	23544
2643	8461	23540
2644	8464	23537
2645	8467	23533
2646	8470	23529
2647	8473	23525
2648	8476	23521
2649	8479	23518
2650	8482	23514
2651	8485	23510
2652	8488	23506
2653	8491	23502
2654	8493	23498
2655	8496	23494
2656	8499	23490
2657	8502	23486
2658	8506	23483
2659	8508	23479
2660	8511	23475
2661	8514	23471
2662	8517	23468
2663	8520	23463
2664	8523	23459
2665	8526	23456
2666	8529	23452
2667	8532	23448
2668	8535	23444
2669	8538	23442
2670	8542	23438
2671	8545	23435
2672	8548	23431
2673	8551	23428
2674	8554	23424
2675	8557	23420
2676	8560	23416
2677	8563	23413
2678	8566	23409
2679	8569	23406
2680	8572	23402
2681	8575	23399
2682	8578	23395
2683	8581	23392
2684	8584	23388
2685	8587	23384
2686	8590	23380
2687	8593	23376
2688	8596	23372
2689	8599	23369
2690	8603	23367
2691	8606	23364
2692	8609	23361
2693	8613	23358
2694	8616	23354
2695	8619	23351
2696	8622	23347
2697	8625	23343
2698	8628	23339
2699	8631	23335
2700	8634	23331
2701	8636	23328
2702	8639	23324
2703	8642	23320
2704	8646	23317
2705	8649	23313
2706	8652	23310
2707	8655	23306
2708	8658	23303
2709	8661	23299
2710	8664	23295
2711	8667	23292
2712	8670	23288
2713	8673	23284
2714	8676	23281
2715	8679	23277
2716	8682	23274
2717	8685	23271
2718	8689	23267
2719	8692	23264
2720	8695	23260
2721	8698	23256
2722	8701	23252
2723	8704	23249
2724	8707	23245
2725	8710	23241
2726	8713	23238
2727	8716	23234
2728	8718	23230
2729	8722	23227
2730	8725	23224
2731	8728	23220
2732	8731	23217
2733	8734	23213
2734	8737	23210
2735	8741	23207
2736	8743	23203
2737	8746	23199
2738	8749	23195
2739	8752	23191
2740	8755	23188
2741	8758	23184
2742	8761	23180
2743	8764	23176
2744	8767	23173
2745	8770	23169
2746	8773	23165
2747	8776	23162
2748	8779	23157
2749	8782	23154
2750	8785	23150
2751	8788	23146
2752	8791	23142
2753	8794	23139
2754	8797	23135
2755	8800	23131
2756	8803	23128
2757	8806	23124
2758	8809	23121
2759	8813	23118
2760	8816	23115
2761	8819	23111
2762	8822	23107
2763	8825	23103
2764	8828	23100
2765	8831	23096
2766	8834	23092
2767	8837	23088
2768	8840	23085
2769	8843	23082
2770	8847	23080
2771	8850	23077
2772	8853	23073
2773	8856	23070
2774	8859	23067
2775	8863	23064
2776	8866	23060
2777	8869	23057
2778	8872	23053
2779	8875	23050
2780	8878	23046
2781	8881	23044
2782	8885	23041
2783	8888	23039
2784	8892	23036
2785	8895	23032
2786	8898	23029
2787	8901	23025
2788	8904	23023
2789	8907	23019
2790	8910	23016
2791	8913	23012
2792	8917	23009
2793	8920	23006
2794	8923	23002
2795	8926	22999
2796	8929	22995
2797	8932	22992
2798	8935	22988
2799	8938	22985
2800	8941	22982
2801	8944	22978
2802	8947	22973
2803	8950	22970
2804	8953	22967
2805	8957	22964
2806	8960	22960
2807	8963	22956
2808	8966	22953
2809	8969	22949
2810	8972	22945
2811	8975	22942
2812	8978	22938
2813	8981	22934
2814	8984	22931
2815	8987	22927
2816	8990	22923
2817	8993	22920
2818	8996	22917
2819	8999	22913
2820	9002	22910
2821	9005	22906
2822	9008	22902
2823	9011	22900
2824	9015	22897
2825	9018	22893
2826	9021	22890
2827	9024	22886
2828	9027	22883
2829	9030	22879
2830	9033	22876
2831	9037	22873
2832	9040	22870
2833	9044	22870
2834	9049	22870
2835	9053	22869
2836	9056	22866
2837	9059	22863
2838	9062	22859
2839	9065	22856
2840	9068	22852
2841	9072	22850
2842	9075	22846
2843	9078	22843
2844	9081	22839
2845	9084	22836
2846	9087	22833
2847	9090	22828
2848	9093	22824
2849	9096	22820
2850	9099	22817
2851	9102	22814
2852	9105	22810
2853	9108	22807
2854	9111	22803
2855	9114	22800
2856	9118	22796
2857	9121	22794
2858	9125	22791
2859	9128	22788
2860	9131	22784
2861	9134	22781
2862	9137	22777
2863	9140	22773
2864	9143	22769
2865	9145	22766
2866	9149	22762
2867	9152	22759
2868	9155	22755
2869	9158	22752
2870	9161	22748
2871	9164	22746
2872	9167	22742
2873	9171	22739
2874	9174	22735
2875	9177	22732
2876	9180	22730
2877	9184	22727
2878	9187	22724
2879	9190	22721
2880	9193	22717
2881	9197	22715
2882	9200	22711
2883	9203	22708
2884	9206	22704
2885	9209	22700
2886	9212	22697
2887	9215	22693
2888	9217	22689
2889	9220	22685
2890	9223	22681
2891	9227	22678
2892	9230	22674
2893	9232	22670
2894	9235	22667
2895	9239	22663
2896	9241	22659
2897	9245	22656
2898	9248	22652
2899	9251	22649
2900	9254	22647
2901	9258	22644
2902	9261	22640
2903	9264	22637
2904	9266	22633
2905	9270	22629
2906	9273	22626
2907	9276	22622
2908	9279	22619
2909	9282	22615
2910	9285	22612
2911	9288	22608
2912	9291	22604
2913	9294	22601
2914	9297	22597
2915	9300	22594
2916	9303	22590
2917	9306	22587
2918	9309	22583
2919	9312	22580
2920	9315	22576
2921	9318	22573
2922	9322	22569
2923	9325	22566
2924	9328	22562
2925	9330	22558
2926	9333	22554
2927	9337	22551
2928	9340	22548
2929	9343	22544
2930	9345	22540
2931	9348	22536
2932	9352	22533
2933	9355	22529
2934	9357	22526
2935	9360	22522
2936	9363	22517
2937	9366	22514
2938	9369	22511
2939	9372	22507
2940	9375	22503
2941	9378	22499
2942	9381	22496
2943	9384	22493
2944	9387	22489
2945	9390	22485
2946	9393	22481
2947	9396	22478
2948	9399	22474
2949	9402	22470
2950	9405	22467
2951	9408	22463
2952	9411	22460
2953	9414	22456
2954	9417	22452
2955	9420	22448
2956	9423	22445
2957	9426	22441
2958	9429	22438
2959	9432	22434
2960	9435	22430
2961	9438	22426
2962	9441	22424
2963	9444	22420
2964	9447	22416
2965	9450	22412
2966	9453	22409
2967	9456	22405
2968	9459	22402
2969	9462	22398
2970	9465	22394
2971	9468	22390
2972	9471	22387
2973	9474	22384
2974	9477	22380
2975	9480	22376
2976	9483	22372
2977	9486	22368
2978	9489	22365
2979	9492	22361
2980	9495	22357
2981	9498	22354
2982	9501	22351
2983	9505	22348
2984	9507	22344
2985	9510	22340
2986	9513	22336
2987	9516	22332
2988	9519	22329
2989	9522	22325
2990	9525	22321
2991	9528	22318
2992	9531	22315
2993	9534	22311
2994	9538	22308
2995	9541	22306
2996	9544	22303
2997	9548	22301
2998	9551	22298
2999	9555	22296
3000	9558	22293
3001	9562	22290
3002	9565	22287
3003	9568	22284
3004	9572	22282
3005	9575	22279
3006	9578	22276
3007	9582	22273
3008	9585	22270
3009	9588	22267
3010	9592	22264
3011	9595	22261
3012	9598	22258
3013	9601	22255
3014	9605	22252
3015	9608	22250
3016	9611	22247
3017	9615	22244
3018	9618	22241
3019	9621	22238
3020	9625	22236
3021	9628	22233
3022	9632	22230
3023	9635	22227
3024	9638	22224
3025	9642	22222
3026	9645	22220
3027	9649	22218
3028	9652	22214
3029	9655	22211
3030	9659	22208
3031	9662	22206
3032	9665	22203
3033	9669	22200
3034	9672	22197
3035	9676	22194
3036	9679	22191
3037	9682	22189
3038	9686	22186
3039	9689	22183
3040	9692	22180
3041	9695	22177
3042	9698	22174
3043	9702	22171
3044	9705	22168
3045	9709	22166
3046	9712	22163
3047	9715	22160
3048	9719	22158
3049	9722	22154
3050	9725	22151
3051	9728	22148
3052	9731	22144
3053	9735	22141
3054	9738	22138
3055	9741	22135
3056	9744	22132
3057	9748	22129
3058	9751	22126
3059	9754	22123
3060	9757	22119
3061	9760	22116
3062	9764	22114
3063	9767	22111
3064	9770	22108
3065	9774	22104
3066	9777	22102
3067	9780	22099
3068	9784	22096
3069	9787	22093
3070	9790	22090
3071	9794	22088
3072	9798	22086
3073	9801	22083
3074	9805	22081
3075	9808	22079
3076	9812	22076
3077	9815	22073
3078	9818	22069
3079	9821	22067
3080	9825	22065
3081	9829	22062
3082	9832	22060
3083	9836	22058
3084	9839	22055
3085	9842	22052
3086	9846	22049
3087	9849	22046
3088	9852	22043
3089	9856	22040
3090	9859	22037
3091	9862	22035
3092	9866	22032
3093	9869	22029
3094	9873	22027
3095	9876	22023
3096	9879	22020
3097	9882	22018
3098	9886	22014
3099	9889	22011
3100	9892	22008
3101	9896	22006
3102	9899	22003
3103	9902	22000
3104	9906	21997
3105	9909	21994
3106	9912	21992
3107	9916	21990
3108	9919	21987
3109	9923	21984
3110	9926	21981
3111	9929	21978
3112	9933	21975
3113	9936	21972
3114	9939	21969
3115	9943	21966
3116	9946	21963
3117	9949	21960
3118	9952	21957
3119	9956	21954
3120	9959	21951
3121	9962	21948
3122	9965	21945
3123	9969	21942
3124	9972	21939
3125	9975	21936
3126	9978	21932
3127	9981	21929
3128	9985	21926
3129	9988	21923
3130	9991	21920
3131	9995	21918
3132	9998	21914
3133	10001	21911
3134	10005	21909
3135	10008	21906
3136	10011	21903
3137	10015	21900
3138	10018	21897
3139	10021	21894
3140	10024	21891
3141	10028	21888
3142	10031	21885
3143	10034	21882
3144	10038	21879
3145	10041	21876
3146	10044	21873
3147	10048	21870
3148	10051	21867
3149	10054	21864
3150	10057	21861
3151	10060	21858
3152	10064	21855
3153	10067	21853
3154	10071	21850
3155	10074	21846
3156	10077	21843
3157	10080	21840
3158	10083	21837
3159	10087	21833
3160	10090	21830
3161	10093	21827
3162	10096	21823
3163	10099	21820
3164	10103	21818
3165	10106	21815
3166	10111	21815
3167	10114	21813
3168	10118	21810
3169	10121	21806
3170	10124	21803
3171	10127	21801
3172	10131	21798
3173	10134	21795
3174	10137	21792
3175	10141	21789
3176	10144	21786
3177	10147	21783
3178	10150	21780
3179	10154	21776
3180	10157	21773
3181	10161	21773
3182	10165	21772
3183	10169	21770
3184	10174	21769
3185	10177	21766
3186	10180	21763
3187	10183	21760
3188	10187	21757
3189	10190	21755
3190	10193	21752
3191	10197	21749
3192	10200	21746
3193	10203	21743
3194	10206	21739
3195	10210	21737
3196	10213	21734
3197	10217	21732
3198	10221	21730
3199	10224	21726
3200	10228	21724
3201	10231	21722
3202	10234	21719
3203	10238	21716
3204	10241	21713
3205	10245	21710
3206	10248	21708
3207	10252	21705
3208	10255	21703
3209	10259	21700
3210	10262	21697
3211	10265	21694
3212	10269	21692
3213	10272	21689
3214	10275	21685
3215	10278	21682
3216	10282	21679
3217	10285	21676
3218	10288	21673
3219	10292	21670
3220	10295	21668
3221	10298	21664
3222	10302	21662
3223	10305	21659
3224	10308	21656
3225	10311	21653
3226	10315	21650
3227	10318	21647
3228	10321	21644
3229	10325	21641
3230	10328	21638
3231	10331	21635
3232	10335	21632
3233	10338	21629
3234	10341	21626
3235	10345	21623
3236	10348	21620
3237	10351	21617
3238	10354	21614
3239	10358	21611
3240	10361	21608
3241	10364	21605
3242	10367	21602
3243	10371	21599
3244	10374	21595
3245	10377	21591
3246	10380	21588
3247	10383	21584
3248	10385	21580
3249	10389	21577
3250	10392	21574
3251	10395	21571
3252	10398	21568
